customer_id,salary_delay_days,salary_amount_variance,salary_frequency_irregular,savings_drawdown_rate_4w,savings_balance_trend_slope,emergency_fund_days,upi_lending_app_txn_count_30d,upi_lending_app_amount_30d,upi_lending_app_diversity,utility_payment_delay_avg,bill_payment_delay_max,discretionary_spend_pct_change,essential_spend_ratio,atm_withdrawal_spike_30d,has_loan,emi_to_income_ratio,loan_to_income_ratio,age,monthly_income,employment_type,city_tier,will_default_in_21_days
CUST00000144,0,0.032,0,-0.0977,-675.32,149.9,1,17557.92,1,1.3,3.0,0.0933,0.7145,1.5,1,0.2924,0.2376,51,127880.49,SALARIED,TIER_1,0
CUST00000145,-1,0.0,0,-0.3066,-1010.69,18.2,1,24746.83,1,10.1,14.0,-1.0,1.0,1.0,1,0.4535,0.3118,43,97972.65,SELF_EMPLOYED,TIER_3,1
CUST00000146,0,0.0316,0,0.0764,497.87,447.9,0,0.0,0,0.0,0.0,1.0507,0.4433,0.5,0,0.0,0.0,37,71671.23,SALARIED,TIER_3,0
CUST00000147,0,0.0382,0,0.0253,-163.67,260.0,0,0.0,0,0.0,0.0,1.2809,0.6764,0.0,1,0.2179,0.177,26,35337.14,SALARIED,TIER_2,0
CUST00000148,0,0.0661,0,-0.2595,-147.94,6.1,3,18813.65,2,9.1,14.0,0.2846,0.6572,0.0,0,0.0,0.0,27,38871.68,SALARIED,TIER_1,1
CUST00000149,0,0.0082,0,0.0944,1117.56,373.8,0,0.0,0,0.0,0.0,-0.2836,0.6959,1.5,0,0.0,0.0,24,56339.15,SALARIED,TIER_2,0
CUST00000150,0,0.027,0,-0.0317,-149.82,391.4,0,0.0,0,0.0,0.0,1.7063,0.6753,0.5,1,0.1674,1.6112,52,86694.89,SALARIED,TIER_2,0
CUST00000151,0,0.0334,0,0.0124,1192.38,717.2,0,0.0,0,0.0,0.0,0.1475,0.4425,0.5,1,0.4584,0.7448,44,67206.31,SALARIED,TIER_1,0
CUST00000152,-1,0.0,0,-0.1567,-1486.01,139.5,0,0.0,0,1.6,4.0,8.1244,0.6262,0.0,1,0.2258,2.2864,38,232485.54,BUSINESS,TIER_2,0
CUST00000153,-1,0.0,0,-0.0854,-365.51,194.8,0,0.0,0,2.3,3.0,-0.8489,0.8717,0.0,1,0.4126,0.2321,44,101561.36,SELF_EMPLOYED,TIER_1,0
CUST00000154,-1,0.0,0,0.1304,703.69,636.8,0,0.0,0,0.0,0.0,0.698,0.3886,0.0,0,0.0,0.0,26,37523.05,GIG_WORKER,TIER_1,0
CUST00000155,0,0.013,0,-0.1191,-400.28,67.8,1,18746.76,1,2.9,4.0,-0.5679,0.805,0.0,0,0.0,0.0,32,48025.86,SALARIED,TIER_2,0
CUST00000156,0,0.0076,0,0.0398,891.81,1862.2,0,0.0,0,0.0,0.0,-0.8071,0.546,0.5,0,0.0,0.0,32,80005.27,SALARIED,TIER_3,1
CUST00000157,-1,0.0,0,-0.0147,-180.94,215.2,0,0.0,0,0.0,0.0,0.5692,0.5744,1.5,1,0.3228,0.6457,39,100235.16,SELF_EMPLOYED,TIER_3,0
CUST00000158,-1,0.0,0,0.0319,1169.37,517.7,0,0.0,0,0.0,0.0,0.2375,0.5329,0.5,1,0.183,0.4918,27,92720.68,SELF_EMPLOYED,TIER_2,0
CUST00000159,0,0.0184,0,0.0248,157.5,101.8,1,17285.66,1,2.1,4.0,-0.2569,0.8288,1.0,0,0.0,0.0,39,79262.85,SALARIED,TIER_2,0
CUST00000160,2,0.0366,0,-0.1012,-290.57,63.3,1,10490.79,1,3.1,4.0,5.1515,0.5538,1.5,0,0.0,0.0,30,55196.43,SALARIED,TIER_1,0
CUST00000161,-1,0.0,0,-0.056,-556.32,275.7,0,0.0,0,1.3,4.0,1.6031,0.7202,0.0,1,0.2774,1.63,24,121697.72,SELF_EMPLOYED,TIER_2,0
CUST00000162,0,0.036,0,-0.0037,-135.6,675.8,0,0.0,0,0.0,0.0,-0.2493,0.3655,0.0,0,0.0,0.0,25,49677.28,SALARIED,TIER_1,0
CUST00000163,-1,0.0,0,0.0612,1496.55,716.8,0,0.0,0,0.0,0.0,0.2787,0.4596,0.0,0,0.0,0.0,54,100025.82,BUSINESS,TIER_2,0
CUST00000164,0,0.0174,0,0.1698,1134.57,671.8,0,0.0,0,0.0,0.0,-0.1436,0.6122,0.0,0,0.0,0.0,30,49280.3,SALARIED,TIER_3,0
CUST00000165,0,0.0269,0,0.041,62.73,135.8,1,5402.43,1,2.2,4.0,-0.2488,0.797,2.0,1,0.4807,2.764,42,87027.91,SALARIED,TIER_1,1
CUST00000166,-1,0.0,0,-0.0891,-928.33,340.2,0,0.0,0,0.0,0.0,-0.3417,0.8118,0.0,1,0.3533,0.3312,45,61715.78,BUSINESS,TIER_2,1
CUST00000167,0,0.0226,0,0.058,57.7,254.2,0,0.0,0,0.0,0.0,-0.5949,0.627,1.5,1,0.4857,3.0055,43,70749.95,SALARIED,TIER_2,0
CUST00000168,-1,0.0,0,-0.0185,680.39,507.1,0,0.0,0,0.0,0.0,0.1252,0.4629,0.5,1,0.3751,0.891,40,107980.28,BUSINESS,TIER_1,0
CUST00000169,-1,0.0,0,-0.066,-547.5,302.9,0,0.0,0,0.0,0.0,-0.7021,0.7298,0.5,1,0.4208,0.2367,26,53198.46,GIG_WORKER,TIER_2,0
CUST00000170,1,0.0075,0,-0.3302,-982.36,12.5,2,38876.95,2,8.4,14.0,-0.3271,0.8955,0.5,1,0.7326,0.641,46,120816.79,SALARIED,TIER_1,1
CUST00000171,0,0.0003,0,0.0342,135.25,73.3,1,19364.18,1,2.2,4.0,-0.7148,0.8743,2.5,1,0.1593,0.2687,33,51518.89,SALARIED,TIER_3,1
CUST00000172,0,0.0583,0,-0.3405,-309.62,7.5,1,9183.95,1,9.1,14.0,0.2821,0.8391,1.0,1,0.2246,0.7439,38,77781.45,SALARIED,TIER_2,0
CUST00000173,-1,0.0,0,-0.0399,-253.27,225.5,0,0.0,0,1.4,4.0,-0.1863,0.6182,0.0,1,0.6733,0.5891,44,57178.02,SELF_EMPLOYED,TIER_1,1
CUST00000174,-1,0.0,0,0.0177,537.08,399.4,1,5119.03,1,2.3,4.0,-0.4344,0.6384,0.0,0,0.0,0.0,40,135106.97,SELF_EMPLOYED,TIER_3,0
CUST00000175,0,0.0629,0,-0.1814,-288.92,9.3,2,29711.81,2,7.1,9.0,0.3297,0.8439,3.0,1,0.2445,2.5217,31,57012.37,SALARIED,TIER_2,1
CUST00000176,-1,0.0,0,-0.27,-1116.85,14.6,4,66622.06,2,8.1,10.0,0.5176,0.9382,0.0,1,0.4195,0.3146,42,149267.06,SELF_EMPLOYED,TIER_3,1
CUST00000177,0,0.041,0,0.1411,1297.43,873.7,0,0.0,0,0.0,0.0,0.094,0.3454,0.0,1,0.2109,0.3428,27,57029.19,SALARIED,TIER_3,0
CUST00000178,0,0.0203,0,0.06,792.69,506.9,0,0.0,0,0.0,0.0,-0.8033,0.8511,0.5,1,0.2875,0.1258,34,74006.78,SALARIED,TIER_1,0
CUST00000179,0,0.0363,0,0.1101,1111.28,333.8,0,0.0,0,0.0,0.0,-0.1294,0.3006,2.0,1,0.3601,0.27,28,45415.2,SALARIED,TIER_1,0
CUST00000180,-1,0.0,0,-0.1428,-822.96,78.4,1,24118.83,1,0.8,2.0,1.0146,0.7143,1.5,1,0.3573,3.595,37,95048.98,SELF_EMPLOYED,TIER_2,0
CUST00000181,1,0.0184,0,-0.0421,-415.23,176.2,0,0.0,0,1.9,3.0,-0.0655,0.6195,1.5,1,0.1704,0.2556,47,104170.35,SALARIED,TIER_3,0
CUST00000182,-1,0.0,0,0.1602,576.4,465.3,0,0.0,0,0.0,0.0,1.4046,0.4061,0.0,1,0.1685,0.1369,24,27494.81,GIG_WORKER,TIER_3,0
CUST00000183,0,0.0377,0,-0.047,-389.28,334.6,0,0.0,0,0.0,0.0,2.5234,0.3693,0.5,0,0.0,0.0,41,72957.01,SALARIED,TIER_1,1
CUST00000184,0,0.0477,0,-0.0525,56.57,102.7,0,0.0,0,1.8,4.0,-0.1943,0.8545,0.0,1,0.3678,3.9995,30,55563.7,SALARIED,TIER_1,1
CUST00000185,0,0.0737,0,-0.2237,-255.62,8.1,2,36215.56,2,7.3,12.0,-0.5319,0.6949,1.0,1,0.3214,0.3816,25,55570.79,SALARIED,TIER_1,1
CUST00000186,0,0.0197,0,0.0387,206.81,362.5,0,0.0,0,0.0,0.0,0.9457,0.6022,0.0,1,0.3093,1.7013,36,78535.15,SALARIED,TIER_2,0
CUST00000187,-1,0.0,0,-0.0236,185.84,664.3,0,0.0,0,0.0,0.0,0.6471,0.3177,0.0,1,0.2199,0.3712,23,56500.81,GIG_WORKER,TIER_1,0
CUST00000188,-1,0.0,0,-0.0072,159.1,154.5,0,0.0,0,2.2,4.0,0.3766,0.6966,0.5,0,0.0,0.0,25,129048.3,SELF_EMPLOYED,TIER_3,0
CUST00000189,-1,0.0,0,0.0768,939.61,866.4,0,0.0,0,0.0,0.0,0.1058,0.3141,0.0,1,0.366,0.6406,36,63841.38,SELF_EMPLOYED,TIER_1,0
CUST00000190,0,0.0209,0,0.1237,1174.37,944.9,0,0.0,0,0.0,0.0,-0.5213,0.6983,0.0,0,0.0,0.0,33,69319.61,SALARIED,TIER_2,0
CUST00000191,0,0.0,0,0.1052,2129.41,607.2,0,0.0,0,0.0,0.0,0.891,0.4219,0.5,0,0.0,0.0,41,95422.81,SALARIED,TIER_1,0
CUST00000192,-1,0.0,0,-0.0067,1.62,433.2,0,0.0,0,0.0,0.0,0.2048,0.4531,0.0,1,0.2173,0.2581,52,69138.5,SELF_EMPLOYED,TIER_2,0
CUST00000193,0,0.0338,0,0.0747,650.03,713.3,0,0.0,0,0.0,0.0,-0.7142,0.6902,0.0,1,0.3431,0.1716,49,103537.42,SALARIED,TIER_1,0
CUST00000194,0,0.0057,0,0.0559,667.76,863.3,0,0.0,0,0.0,0.0,-0.2141,0.426,0.0,0,0.0,0.0,39,66349.05,SALARIED,TIER_2,0
CUST00000195,1,0.0156,0,-0.0318,-20.92,93.0,1,24813.68,1,2.6,4.0,-0.1974,0.7904,3.0,0,0.0,0.0,34,70422.86,SALARIED,TIER_3,1
CUST00000196,0,0.0383,0,0.0353,1166.28,387.6,0,0.0,0,0.0,0.0,-0.474,0.6992,0.0,1,0.2848,0.7476,43,105895.37,SALARIED,TIER_1,0
CUST00000197,-1,0.0,0,-0.1413,-181.95,12.5,2,32208.16,1,8.3,14.0,2.7744,0.8295,0.0,1,0.52,0.325,54,63805.01,BUSINESS,TIER_2,0
CUST00000198,-1,0.0,0,-0.0168,449.92,587.5,0,0.0,0,0.0,0.0,-0.1326,0.6105,0.0,0,0.0,0.0,36,135115.48,SELF_EMPLOYED,TIER_2,0
CUST00000199,0,0.0279,0,0.0128,1400.16,566.3,0,0.0,0,0.0,0.0,0.3764,0.3756,1.5,1,0.6564,0.4923,45,117925.51,SALARIED,TIER_2,0
CUST00000200,0,0.0145,0,0.1113,1276.49,1237.4,0,0.0,0,0.0,0.0,-0.28,0.2851,0.0,1,0.1821,0.2845,29,66169.27,SALARIED,TIER_2,0
CUST00000201,-1,0.0,0,-0.1598,-461.46,20.2,2,12058.55,2,8.8,13.0,-0.3393,0.8781,0.5,0,0.0,0.0,35,135486.24,SELF_EMPLOYED,TIER_3,0
CUST00000202,0,0.0244,0,0.0441,752.3,1656.8,0,0.0,0,0.0,0.0,0.3903,0.3005,0.0,0,0.0,0.0,38,97345.07,SALARIED,TIER_2,0
CUST00000203,-1,0.0,0,0.165,1478.09,1001.4,0,0.0,0,0.0,0.0,-0.2636,0.309,0.0,0,0.0,0.0,32,59232.25,SELF_EMPLOYED,TIER_2,0
CUST00000204,0,0.075,0,-0.1531,-460.07,24.8,2,45731.49,2,8.4,14.0,0.0,0.9308,0.0,1,0.4202,4.0972,46,79911.23,SALARIED,TIER_1,1
CUST00000205,0,0.0075,0,-0.0459,-328.9,505.2,0,0.0,0,0.0,0.0,0.1297,0.6567,0.0,0,0.0,0.0,50,79530.84,SALARIED,TIER_2,0
CUST00000206,0,0.0361,0,0.0525,850.69,1111.6,0,0.0,0,0.0,0.0,-0.4177,0.5559,0.0,1,0.5001,0.4064,43,71937.07,SALARIED,TIER_1,0
CUST00000207,0,0.0183,0,-0.1287,-311.59,66.1,1,7183.68,1,2.3,4.0,-0.0062,0.7041,0.0,0,0.0,0.0,39,61062.89,SALARIED,TIER_1,0
CUST00000208,0,0.0153,0,0.0446,202.1,695.8,0,0.0,0,0.0,0.0,-0.6213,0.6863,0.0,0,0.0,0.0,46,79916.71,SALARIED,TIER_1,0
CUST00000209,-1,0.0,0,0.0456,39.11,614.0,0,0.0,0,2.4,4.0,-0.7764,0.816,0.0,1,0.2007,0.2508,30,89476.31,SELF_EMPLOYED,TIER_1,1
CUST00000210,0,0.0078,0,0.0016,56.75,196.0,0,0.0,0,3.4,4.0,-0.3609,0.7536,0.5,1,0.2493,0.2337,46,90578.55,SALARIED,TIER_2,1
CUST00000211,0,0.01,0,0.0043,149.77,218.2,0,0.0,0,0.0,0.0,-0.3274,0.495,0.0,1,0.3929,0.4175,32,56454.77,SALARIED,TIER_3,0
CUST00000212,0,0.0064,0,-0.0112,-224.25,348.9,0,0.0,0,0.0,0.0,0.0971,0.5735,0.0,1,0.2091,0.2745,33,79289.85,SALARIED,TIER_1,0
CUST00000213,-1,0.0,0,0.11,1450.27,413.0,0,0.0,0,0.0,0.0,0.0784,0.5053,0.5,1,0.2736,0.4275,49,134554.81,BUSINESS,TIER_3,0
CUST00000214,-1,0.0,0,0.1154,356.52,100.3,0,0.0,0,2.0,4.0,0.3708,0.8489,5.0,0,0.0,0.0,50,44226.9,SELF_EMPLOYED,TIER_3,0
CUST00000215,1,0.015,0,-0.0449,-240.66,539.7,0,0.0,0,2.2,4.0,-0.159,0.4821,0.0,1,0.1757,1.6801,30,72551.26,SALARIED,TIER_2,0
CUST00000216,0,0.0123,0,-0.0344,-395.49,384.4,0,0.0,0,0.0,0.0,0.0631,0.5663,0.5,0,0.0,0.0,43,66170.29,SALARIED,TIER_2,0
CUST00000217,0,0.0243,0,0.1125,802.57,752.2,0,0.0,0,0.0,0.0,0.5029,0.0,0.0,1,0.2494,0.7481,35,68525.13,SALARIED,TIER_3,0
CUST00000218,0,0.0318,0,-0.0263,-113.18,491.7,0,0.0,0,2.7,4.0,0.7303,0.6921,0.0,1,0.275,0.8422,35,76994.93,SALARIED,TIER_3,0
CUST00000219,0,0.0007,0,0.0718,873.95,658.3,0,0.0,0,0.0,0.0,1.4739,0.5399,0.0,1,0.2158,0.5261,34,72600.04,SALARIED,TIER_3,0
CUST00000220,0,0.0547,0,-0.2848,-539.02,13.6,1,21569.87,1,9.4,14.0,0.0,0.7106,0.0,1,0.3538,3.6711,33,64526.01,SALARIED,TIER_1,1
CUST00000221,0,0.0304,0,0.0289,504.15,739.4,0,0.0,0,0.0,0.0,-0.8188,0.7732,0.0,1,0.3572,0.5804,43,79832.62,SALARIED,TIER_3,0
CUST00000222,-1,0.0,0,0.0538,576.03,524.0,0,0.0,0,0.0,0.0,-0.4906,0.6546,0.5,1,0.1688,0.3903,42,105731.62,BUSINESS,TIER_1,0
CUST00000223,-1,0.0,0,-0.1943,-558.35,24.7,2,29265.94,2,9.5,13.0,-0.3495,0.9132,0.0,1,0.2138,0.521,34,133116.58,SELF_EMPLOYED,TIER_3,1
CUST00000224,0,0.0093,0,0.0227,43.94,226.7,0,0.0,0,1.9,4.0,-0.3318,0.8554,0.0,1,0.283,1.2913,26,39835.9,SALARIED,TIER_1,1
CUST00000225,1,0.0551,0,-0.2462,-331.13,91.2,0,0.0,0,8.9,14.0,-0.4813,0.8736,0.0,0,0.0,0.0,27,57586.89,SALARIED,TIER_1,0
CUST00000226,0,0.0336,0,0.1236,2572.61,1047.6,0,0.0,0,0.0,0.0,0.2084,0.2525,0.0,0,0.0,0.0,46,100699.2,SALARIED,TIER_2,0
CUST00000227,-1,0.0,0,-0.2943,-232.95,3.3,3,37335.3,3,10.3,14.0,-1.0,1.0,1.5,0,0.0,0.0,44,57607.88,SELF_EMPLOYED,TIER_2,1
CUST00000228,-1,0.0,0,-0.1713,-596.45,18.0,2,26067.85,2,8.3,14.0,-1.0,1.0,0.0,1,0.4022,0.2765,38,112331.63,SELF_EMPLOYED,TIER_1,0
CUST00000229,-1,0.0,0,0.0447,372.14,243.7,0,0.0,0,1.9,4.0,0.3434,0.6199,1.0,1,0.2002,1.7269,34,100964.92,SELF_EMPLOYED,TIER_1,1
CUST00000230,-1,0.0,0,-0.0216,-114.94,209.9,0,0.0,0,1.3,4.0,1.4139,0.6589,0.5,1,0.2592,0.162,37,114621.67,SELF_EMPLOYED,TIER_3,1
CUST00000231,0,0.0001,0,0.1488,2923.63,1441.5,0,0.0,0,0.0,0.0,-0.3884,0.5834,0.0,1,0.5463,2.4925,48,94728.67,SALARIED,TIER_2,0
CUST00000232,0,0.0076,0,0.0005,585.47,412.1,0,0.0,0,0.0,0.0,0.3396,0.5791,0.5,1,0.5914,0.4435,41,95365.98,SALARIED,TIER_1,0
CUST00000233,-1,0.0,0,-0.0289,318.2,781.7,0,0.0,0,0.0,0.0,-0.6985,0.8328,0.0,0,0.0,0.0,38,69680.28,SELF_EMPLOYED,TIER_3,0
CUST00000234,-1,0.0,0,0.1094,1551.66,721.5,0,0.0,0,0.0,0.0,0.27,0.6031,0.5,1,0.3713,0.5337,28,99869.98,BUSINESS,TIER_3,0
CUST00000235,0,0.0314,0,-0.0267,-190.72,203.6,0,0.0,0,0.0,0.0,1.0387,0.4063,0.5,0,0.0,0.0,29,46766.99,SALARIED,TIER_2,1
CUST00000236,0,0.0252,0,0.0518,533.84,431.8,0,0.0,0,0.0,0.0,-0.1641,0.4944,1.5,0,0.0,0.0,37,74575.57,SALARIED,TIER_1,0
CUST00000237,-1,0.0,0,-0.2297,-631.55,19.2,2,31583.71,2,10.3,14.0,0.0,0.9399,3.0,0,0.0,0.0,47,104439.12,SELF_EMPLOYED,TIER_2,1
CUST00000238,7,0.0929,0,-0.1715,-509.72,62.6,1,14867.64,1,9.6,11.0,0.7904,0.8588,0.0,0,0.0,0.0,32,74901.77,SALARIED,TIER_2,0
CUST00000239,-1,0.0,0,0.0089,618.57,830.7,0,0.0,0,0.0,0.0,1.5584,0.5985,0.0,1,0.4365,0.5456,38,208240.48,BUSINESS,TIER_1,0
CUST00000240,0,0.0512,0,-0.1933,-623.34,56.6,1,12768.01,1,10.1,14.0,0.0,0.7969,0.0,1,0.4565,0.3995,44,116100.79,SALARIED,TIER_1,1
CUST00000241,0,0.0199,0,-0.3199,-492.85,13.2,1,6664.27,1,11.1,14.0,0.2605,0.8234,0.0,1,0.3717,3.9957,34,64913.03,SALARIED,TIER_3,1
CUST00000242,0,0.0051,0,0.0723,710.01,472.8,0,0.0,0,0.0,0.0,-0.4138,0.7793,0.0,0,0.0,0.0,28,62994.12,SALARIED,TIER_1,0
CUST00000243,0,0.0325,0,-0.0847,-951.17,460.1,0,0.0,0,0.0,0.0,0.1879,0.2775,0.5,1,0.4564,0.3423,53,133812.26,SALARIED,TIER_3,0
CUST00000244,0,0.03,0,-0.0432,-135.2,671.7,0,0.0,0,0.0,0.0,-0.5786,0.7824,0.0,0,0.0,0.0,42,109719.39,SALARIED,TIER_3,0
CUST00000245,-1,0.0,0,-0.0887,-751.41,311.7,0,0.0,0,0.0,0.0,-0.2873,0.37,3.0,0,0.0,0.0,43,101734.51,SELF_EMPLOYED,TIER_2,0
CUST00000246,0,0.0007,0,0.1159,1726.13,806.7,0,0.0,0,0.0,0.0,2.187,0.5407,0.5,1,0.3227,0.5042,29,60222.48,SALARIED,TIER_1,0
CUST00000247,0,0.0044,0,0.0068,182.63,600.7,0,0.0,0,0.0,0.0,-0.1031,0.732,0.0,0,0.0,0.0,23,46460.21,SALARIED,TIER_2,0
CUST00000248,1,0.0281,0,0.0485,288.28,265.6,1,8072.82,1,1.9,4.0,1.8841,0.6602,0.0,1,0.2708,0.6263,46,81425.87,SALARIED,TIER_1,1
CUST00000249,-1,0.0,0,-0.035,-284.74,444.1,0,0.0,0,1.8,4.0,-0.7478,0.8787,0.0,1,0.3478,4.2392,45,225409.9,BUSINESS,TIER_1,0
CUST00000250,0,0.0058,0,-0.1394,-174.35,13.0,1,8716.92,1,9.9,14.0,0.0422,0.84,0.0,0,0.0,0.0,35,63474.42,SALARIED,TIER_1,0
CUST00000251,0,0.0185,0,0.0346,1388.56,746.0,0,0.0,0,0.0,0.0,-0.6414,0.7651,2.0,1,0.3509,0.1535,44,106091.34,SALARIED,TIER_3,0
CUST00000252,0,0.0128,0,-0.1541,-533.95,105.6,1,6213.91,1,2.2,4.0,0.8511,0.9031,0.0,1,0.268,0.5359,28,63851.38,SALARIED,TIER_1,0
CUST00000253,0,0.0009,0,0.0846,1362.9,704.1,0,0.0,0,0.0,0.0,0.1186,0.5559,0.0,1,0.2301,1.9558,30,71401.3,SALARIED,TIER_3,0
CUST00000254,1,0.0233,0,-0.0237,-160.04,47.7,1,23684.77,1,2.3,4.0,3.0777,0.7115,0.0,1,0.6683,0.543,24,51200.94,SALARIED,TIER_3,0
CUST00000255,-1,0.0,0,-0.0363,-47.15,281.3,0,0.0,0,2.0,4.0,0.1298,0.6375,1.0,1,0.2819,0.4758,42,95572.75,SELF_EMPLOYED,TIER_3,0
CUST00000256,-1,0.0,0,0.0494,660.76,546.1,0,0.0,0,0.0,0.0,-0.0959,0.6225,0.5,0,0.0,0.0,32,87023.87,SELF_EMPLOYED,TIER_1,0
CUST00000257,-1,0.0,0,-0.0187,-221.17,291.8,0,0.0,0,2.3,4.0,3.672,0.7073,1.0,0,0.0,0.0,48,123999.7,BUSINESS,TIER_1,0
CUST00000258,-1,0.0,0,0.0784,1600.65,865.7,0,0.0,0,0.0,0.0,-0.089,0.4535,0.0,1,0.4279,4.3864,46,90519.17,SELF_EMPLOYED,TIER_1,0
CUST00000259,0,0.0119,0,0.0741,985.13,526.9,0,0.0,0,0.0,0.0,-0.5431,0.5255,1.5,0,0.0,0.0,43,66298.97,SALARIED,TIER_2,0
CUST00000260,-1,0.0,0,0.059,1676.26,446.7,0,0.0,0,0.0,0.0,0.6009,0.3476,1.5,1,0.2395,0.1198,47,108302.14,SELF_EMPLOYED,TIER_1,0
CUST00000261,-1,0.0,0,-0.0327,-166.75,132.7,1,17627.44,1,2.0,4.0,0.3238,0.7507,0.0,0,0.0,0.0,25,51697.81,SELF_EMPLOYED,TIER_1,1
CUST00000262,0,0.0266,0,0.0064,-134.03,344.4,0,0.0,0,0.0,0.0,0.287,0.3745,0.0,0,0.0,0.0,38,57214.96,SALARIED,TIER_1,0
CUST00000263,0,0.0184,0,0.0727,483.37,340.2,0,0.0,0,0.0,0.0,0.225,0.4007,0.5,0,0.0,0.0,34,74175.62,SALARIED,TIER_3,0
CUST00000264,0,0.0145,0,0.0036,110.91,303.4,0,0.0,0,2.7,4.0,-0.4491,0.5735,0.0,1,0.5893,0.4788,30,46836.19,SALARIED,TIER_1,0
CUST00000265,-1,0.0,0,-0.2436,-381.52,27.3,0,0.0,0,8.1,12.0,3.2168,0.857,0.5,0,0.0,0.0,40,81036.91,BUSINESS,TIER_2,1
CUST00000266,-1,0.0,0,-0.0264,-136.42,389.8,0,0.0,0,3.0,4.0,-0.8646,0.9405,0.0,1,0.329,4.5035,41,116924.69,SELF_EMPLOYED,TIER_3,0
CUST00000267,0,0.0405,0,-0.0597,-506.52,68.7,1,21661.87,1,1.9,4.0,-0.4266,0.797,1.0,0,0.0,0.0,36,88888.44,SALARIED,TIER_1,0
CUST00000268,0,0.0135,0,0.0895,765.89,404.6,0,0.0,0,0.0,0.0,1.2612,0.2774,0.0,1,0.2144,1.0051,44,78895.71,SALARIED,TIER_3,0
CUST00000269,-1,0.0,0,-0.0255,-1189.16,967.2,0,0.0,0,0.0,0.0,-0.0897,0.6672,0.0,1,0.3792,0.1896,30,221930.14,BUSINESS,TIER_2,0
CUST00000270,0,0.0052,0,-0.0054,-101.38,253.9,0,0.0,0,0.0,0.0,-0.1877,0.6337,0.5,0,0.0,0.0,26,42460.08,SALARIED,TIER_3,0
CUST00000271,-1,0.0,0,-0.0078,-123.85,383.2,0,0.0,0,0.0,0.0,0.5435,0.6121,0.5,0,0.0,0.0,43,187148.05,BUSINESS,TIER_3,0
CUST00000272,0,0.0096,0,-0.0296,-295.11,780.9,0,0.0,0,0.0,0.0,0.0176,0.277,0.0,0,0.0,0.0,41,65427.46,SALARIED,TIER_1,0
CUST00000273,-1,0.0,0,0.0334,301.07,445.1,0,0.0,0,0.0,0.0,-0.3822,0.6378,0.5,1,0.2756,0.2411,31,66117.68,SELF_EMPLOYED,TIER_2,0
CUST00000274,-1,0.0,0,-0.0696,-674.28,129.8,1,21194.64,1,2.3,4.0,0.6744,0.7038,0.0,1,0.2091,0.4966,49,111102.2,BUSINESS,TIER_2,0
CUST00000275,0,0.0354,0,-0.1204,-462.83,305.6,0,0.0,0,2.3,3.0,-0.7797,0.8947,0.0,1,0.3761,3.9258,32,54657.35,SALARIED,TIER_3,0
CUST00000276,0,0.0314,0,-0.0783,-243.34,71.0,1,13535.48,1,2.7,4.0,-0.2254,0.7285,0.0,1,0.4122,0.3091,24,47330.68,SALARIED,TIER_2,0
CUST00000277,0,0.0216,0,0.0943,1625.19,613.2,0,0.0,0,0.0,0.0,3.2539,0.368,0.0,0,0.0,0.0,50,105456.93,SALARIED,TIER_1,0
CUST00000278,0,0.0067,0,-0.2561,-482.33,12.9,1,21348.47,1,8.8,13.0,-0.071,0.8461,0.0,0,0.0,0.0,34,83538.33,SALARIED,TIER_2,0
CUST00000279,1,0.0003,0,-0.3095,-352.0,12.1,0,0.0,0,9.3,14.0,-0.0263,0.8744,1.0,1,0.2771,2.7194,42,80468.3,SALARIED,TIER_2,0
CUST00000280,-1,0.0,0,-0.3275,-1452.94,19.1,3,40130.62,3,10.6,14.0,0.0165,0.9275,0.0,1,0.3002,0.4316,42,216027.67,BUSINESS,TIER_1,0
CUST00000281,-1,0.0,0,0.0102,370.57,451.9,0,0.0,0,0.0,0.0,-0.5878,0.7105,0.0,0,0.0,0.0,38,68236.37,SELF_EMPLOYED,TIER_2,0
CUST00000282,-1,0.0,0,0.0153,282.07,547.5,0,0.0,0,0.0,0.0,3.0566,0.49,0.0,0,0.0,0.0,45,47810.84,SELF_EMPLOYED,TIER_1,0
CUST00000283,0,0.0113,0,0.0476,188.92,923.1,0,0.0,0,0.0,0.0,0.3653,0.45,0.0,0,0.0,0.0,29,39547.5,SALARIED,TIER_2,0
CUST00000284,-1,0.0,0,-0.0869,-556.65,177.7,0,0.0,0,2.1,4.0,-0.1646,0.6572,0.0,1,0.4308,0.5116,45,98299.07,SELF_EMPLOYED,TIER_3,0
CUST00000285,1,0.0312,0,-0.003,211.01,233.5,0,0.0,0,2.2,4.0,-0.3465,0.9472,1.0,1,0.3295,0.2677,46,68941.24,SALARIED,TIER_1,0
CUST00000286,0,0.0225,0,-0.2511,-365.96,40.5,0,0.0,0,8.1,14.0,0.0,0.8327,0.0,0,0.0,0.0,27,62833.0,SALARIED,TIER_2,1
CUST00000287,-1,0.0,0,-0.0463,-275.64,313.4,0,0.0,0,1.2,4.0,-0.1651,0.6483,0.0,1,0.1465,0.2839,31,130466.46,SELF_EMPLOYED,TIER_3,0
CUST00000288,0,0.0256,0,0.0828,863.79,377.0,0,0.0,0,0.0,0.0,0.5988,0.4475,0.0,1,0.3284,3.1608,28,60813.77,SALARIED,TIER_2,1
CUST00000289,0,0.0132,0,-0.0287,427.06,692.6,0,0.0,0,0.0,0.0,3.9557,0.3715,0.0,1,0.1816,1.9745,28,42681.73,SALARIED,TIER_1,0
